vehicle_name	year	horsepower_weight	length_width	ac_standard	miles_per_dollar	price	market_share	firmid
ODSTRF	78	0.3768844	1.188	0	1.5570149	6.2806748	0.0002373	19
ODTORN	78	0.4108997	1.824	0	1.2650746	14.4355828	0.0003626	19
PG504	78	0.2913907	1.1682	0	1.6543284	11.4877301	0.000094	14
PLARRO	78	0.3816092	1.0752	0	2.8220896	6.4509202	0.0003469	16
PLFURY	78	0.3026135	1.7004	0	1.7516418	6.6349693	0.0007935	16
PLHORI	78	0.3496503	1.1055	0	2.238209	6.0981595	0.0015388	16
PLSAPO	78	0.4276986	1.2328	0	2.8220896	9.3358896	0.0001518	16
PLVOLA	78	0.3149606	1.4948	0	1.9462687	5.9800613	0.0027173	16
PS924C	78	0.4052901	1.139	0	1.9462687	18.3972393	0.0001349	12
PS928C	78	0.6965649	1.3213	0	1.1677612	43.7116564	0.0000198	12
PST911	78	0.7429806	1.0985	0	1.4597015	31.8634969	0.000058	12
PTFIRB	78	0.3226798	1.4578	0	1.5570149	7.0444785	0.0024339	19
PTGRNP	78	0.3386005	1.4746	0	1.5570149	7.4846626	0.0028992	19
PTLEMA	78	0.3446012	1.4527	0	1.5570149	6.9202454	0.0016167	19
PTLEMA	78	0.457702	1.4527	0	1.6543284	7.1656442	0.0016167	19
PTPHOE	78	0.3313348	1.5096	0	1.5570149	6.1226994	0.0007537	19
PTSUNB	78	0.3193088	1.1748	0	2.3355224	5.506135	0.0011695	19
RNLECA	78	0.3376477	0.852	0	2.5301493	5.4953988	0.0001863	24
SA99L	78	0.4251012	1.1591	0	2.1408955	9.1993865	0.000104	11
SBDL	78	0.3178484	0.9796	0	3.0167164	5.9493865	0.0001349	5
TYCELI	78	0.4	1.1136	0	1.9462687	8.0659509	0.0021643	1
TYCORO	78	0.3416856	1.0395	0	2.7247761	6.2392638	0.0027513	1
TYCORO	78	0.3522505	1.1072	0	1.9462687	7.5291411	0.0004503	1
TYCRES	78	0.4010397	1.2395	1	1.9462687	11.3328221	0.0001614	1
VV244	78	0.34375	1.2931	0	1.8489552	10.958589	0.000176	6
VVGL	78	0.3859649	1.2931	1	1.4597015	15.7131902	0.0001115	6
VWBEET	78	0.2234094	0.976	0	2.0435821	8.7346626	0.0001284	7
VWDASH	78	0.364486	1.0899	0	2.238209	9.3174847	0.0003716	7
VWRABB	78	0.3631714	0.9984	0	2.5301493	7.4217791	0.0016338	7
VWSCRO	78	0.3760593	0.9984	0	2.4328358	9.3481595	0.0003639	7
AD5000	79	0.3928299	1.33	0	1.2863787	13.3953168	0.0003501	7
ADFOX	79	0.3786408	1.0899	0	1.8491694	8.8774105	0.0000761	7
AMCONC	79	0.3062266	1.3392	0	1.4471761	6.1831956	0.0010576	15
AMPACE	79	0.3191829	1.3321	0	1.3667774	6.9407713	0.0001011	15
AMSPIR	79	0.3214142	1.2024	0	1.7687708	5.3071625	0.0006729	15
BKCNTS	79	0.343924	1.4308	0	1.4471761	6.915978	0.0007702	19
BKELCT	79	0.4045941	1.8174	0	1.2059801	12.2286501	0.0010918	19
BKLSAB	79	0.332466	1.7082	0	1.4471761	8.415978	0.0016039	19
BKREGA	79	0.3466491	1.46	0	1.4471761	7.4476584	0.0030873	19
BKRIVE	79	0.4123437	1.4697	0	1.2863787	14.7162534	0.0006364	19
BKSKYH	79	0.3854626	1.188	0	1.2863787	6.2809917	0.0002323	19
BKSKYL	79	0.3967043	1.4673	0	1.2863787	6.2024793	0.0014237	19
BW320I	79	0.4347826	1.1392	0	1.5275748	13.4090909	0.0002922	8
BW528I	79	0.5090361	1.292	1	1.3667774	21.3567493	0.0000851	8
CDELDR	79	0.4483122	1.4688	1	1.1255814	20.2038567	0.0007744	19
CDSEVI	79	0.4066986	1.4688	1	1.1255814	22.3471074	0.000561	19
CRCORD	79	0.3668478	1.6848	0	1.2863787	8.7286501	0.0007651	16
CRLEBA	79	0.3003003	1.5111	0	1.4471761	7.546832	0.0012329	16
CRNEWP	79	0.3116147	1.7238	0	1.3667774	8.822314	0.0010826	16
CVCAMA	79	0.3479576	1.485	0	1.4471761	7.1115702	0.0025347	19
CVCHEV	79	0.3403014	1.0106	0	2.3315615	5.6088154	0.0046514	19
CVCORV	79	0.5782918	1.2834	0	1.0451827	16.9600551	0.0004782	19
CVMALI	79	0.3145917	1.3896	0	1.7687708	6.7699725	0.0042616	19
CVMNTC	79	0.3093123	1.4472	0	1.7687708	7.34573	0.0032915	19
CVMONZ	79	0.3492433	1.188	0	1.9295681	5.3030303	0.0017526	19
CVNOVA	79	0.361749	1.4381	0	1.5275748	5.5853994	0.0038184	19
DGASPE	79	0.3210273	1.4746	0	1.4471761	6.2203857	0.0014581	16
DGCHLN	79	0.3319502	1.2144	0	2.0903654	8.9352617	0.0001754	16
DGCOLT	79	0.3960396	0.9943	0	2.6531561	6.184573	0.0007763	16
DGDIPL	79	0.3003003	1.5111	0	1.4471761	7.3498623	0.0005587	16
DGMAGN	79	0.3673469	1.6848	0	1.2863787	8.3181818	0.0003068	16
DGOMNI	79	0.3278689	1.1055	0	2.0099668	6.1556474	0.0015398	16
DGSTRE	79	0.3085554	1.7238	0	1.3667774	8.9972452	0.0003504	16
DTB210	79	0.3318019	1.0395	0	2.1707641	6.3209366	0.0026841	2
DTHLA5	79	0.4747518	1.071	0	1.9295681	7.2713499	0.0006679	2
DTHLG8	79	0.583997	1.1895	0	1.6079734	11.1969697	0.00015	2
DTHN31	79	0.3367876	1.0176	0	2.1707641	6.6515152	0.0010054	2
FDFIES	79	0.3898405	0.9176	0	2.2511628	6.1887052	0.000967	18
FDFRMO	79	0.3459119	1.3774	0	1.6079734	5.8126722	0.0041946	18
FDGRNA	79	0.3131052	1.4652	0	1.4471761	6.5867769	0.0017547	18
FDLTD2	79	0.3459938	1.738	0	1.1255814	7.7975207	0.0003305	18
FDMUST	79	0.361991	1.224	0	1.4471761	6.1900826	0.0037642	18
FDPINT	79	0.3778446	1.183	0	1.7687708	4.7300275	0.0023238	18
FDTHNB	79	0.3416388	1.7222	0	1.1255814	8.7162534	0.0026703	18
FT128	79	0.3160622	0.9796	0	1.6883721	5.1997245	0.0001045	17
FTBRAV	79	0.3568465	1.1245	0	1.8491694	8.4449036	0.0001769	17
FTSPID	79	0.3839286	1.0432	0	1.6079734	10.9242424	0.0001804	17
FTSTRA	79	0.345	1.0465	0	2.2511628	6.1928375	0.0001521	17
HDACCO	79	0.30867	1.0496	0	2.0903654	8.7672176	0.001955	3
HDCIVI	79	0.3229814	0.876	0	2.2511628	5.0261708	0.0019256	3
HDPREL	79	0.3418803	1.053	0	2.0099668	8.8774105	0.0004931	3
LCCONT	79	0.342009	1.864	1	0.9647841	16.6570248	0.0007527	18
LCMARK	79	0.3464807	1.848	1	0.9647841	18.9683196	0.0007043	18
LCVERS	79	0.3528773	1.5075	1	1.1255814	18.9573003	0.0001682	18
MB240D	79	0.2012987	1.337	0	2.1707641	23.0991736	0.000137	9
MB280E	79	0.4011713	1.3561	0	1.1255814	31.6019284	0.0000195	9
MB300D	79	0.2274742	1.3561	0	1.8491694	29.6101928	0.0001095	9
MB450S	79	0.4663212	1.554	0	0.9647841	46.5261708	0.0000515	9
MCBOBC	79	0.3630363	1.19	0	1.7687708	5.6528926	0.0005531	18
MCCAPR	79	0.3453689	1.26	0	1.6079734	6.7107438	0.0011247	18
MCCOUG	79	0.3460838	1.738	0	1.1255814	7.6088154	0.0015492	18
MCMARQ	79	0.3626652	1.6536	0	1.2059801	8.7975207	0.0011718	18
MCMONA	79	0.3117968	1.485	0	1.4471761	6.6680441	0.0006852	18
MCZEPH	79	0.3410853	1.3774	0	1.6079734	6.0192837	0.0012298	18
MZGLC	79	0.3324808	0.9856	0	2.4119601	5.5027548	0.0008988	4
MZRTRY	79	0.4255319	1.0985	0	1.3667774	9.9104683	0.0006791	4
MZSPOR	79	0.311284	1.1484	0	2.0099668	7.5688705	0.0003551	4
OD98	79	0.4155844	1.7017	1	1.2059801	12.1143251	0.0011399	19
ODCUTL	79	0.3733766	1.4256	0	1.4471761	6.9393939	0.0014047	19
ODDELT	79	0.3297018	1.6786	0	1.4471761	8.5564738	0.0027694	19
ODOMEG	79	0.3688262	1.46	0	1.4471761	5.8966942	0.0006202	19
ODSTRF	79	0.3345725	1.188	0	1.9295681	5.8884298	0.0002304	19
ODTORN	79	0.4422407	1.4832	1	1.2863787	14.7506887	0.0005799	19
PG504	79	0.290429	1.1682	0	1.3667774	11.0743802	0.0000242	14
PG504D	79	0.2253968	1.2078	0	2.2511628	12.4517906	0.0001071	14
PLARRO	79	0.3666667	1.0752	0	2.2511628	6.4008264	0.0002702	16
PLCHAM	79	0.4046243	0.9891	0	2.7335548	6.0950413	0.0003346	16
PLHORI	79	0.3278689	1.1055	0	2.0099668	6.1556474	0.0018166	16
PLSAPO	79	0.4356846	1.2328	0	2.0903654	8.9338843	0.0001525	16
PLVOLA	79	0.3210273	1.4746	0	1.4471761	6.2038567	0.0020686	16
PS911S	79	0.7429806	1.0985	0	1.2059801	31.6253444	0.0000404	12
PS924	79	0.4052901	1.139	0	1.3667774	20.1101928	0.0001033	12
PS928	79	0.6965649	1.3213	0	0.8843854	45.2961433	0.0000193	12
PTFIRB	79	0.3530857	1.4527	0	1.2863787	7.2451791	0.0018472	19
PTGRNP	79	0.3678823	1.4965	0	1.4471761	7.5123967	0.0021736	19
PTLEMA	79	0.3780408	1.4527	0	1.4471761	7.0716253	0.0014236	19
PTPHOE	79	0.3619767	1.4892	0	1.3667774	5.7699725	0.001001	19
PTSUNB	79	0.3525264	1.267	0	1.9295681	6.892562	0.0011031	19
RNLECA	79	0.3263928	0.852	0	2.0903654	5.3650138	0.0002195	24
SA900G	79	0.4089219	1.2596	0	1.5275748	12.8760331	0.000071	11
SA99GL	79	0.4251012	1.1591	0	1.5275748	9.3636364	0.0000349	11
SBDL	79	0.3163017	0.9796	0	2.3315615	6.3071625	0.0001265	5
TYCELI	79	0.3629032	1.1136	0	1.4471761	8.1253444	0.0018156	1
TYCORO	79	0.28348	1.023	0	2.4923588	5.8581267	0.0031828	1
TYCORO	79	0.3557312	1.155	0	1.4471761	7.8774105	0.0004527	1
TYCRES	79	0.3835227	1.2395	1	1.4471761	11.4035813	0.0001474	1
VV244D	79	0.3433923	1.2931	0	1.5275748	10.3099174	0.0001942	6
VV264G	79	0.3415257	1.2931	0	1.2059801	15.2823691	0.0001173	6
VWBEET	79	0.2234094	0.976	0	1.6079734	9.3663912	0.0001322	7
VWDASH	79	0.364486	1.0899	0	1.8491694	10.2176309	0.0003029	7
VWRABB	79	0.3736842	0.9984	0	2.0099668	8.0013774	0.0005938	7
VWSCRC	79	0.3760593	0.9984	0	1.9295681	9.7658402	0.0003221	7
AD4000	80	0.348944	1.1859	0	1.4560643	10.7645631	0.0001783	7
AD5000	80	0.3925305	1.33	0	1.1251406	12.8640777	0.0001943	7
AD5000	80	0.2553354	1.33	0	1.786988	13.8349515	0.0000976	7
AMCONC	80	0.3318584	1.3135	0	1.4560643	6.3337379	0.000789	15
AMEAGL	80	0.2898551	1.3464	0	1.0589558	9.0024272	0.0003963	15
AMPACE	80	0.3177629	1.3398	0	1.1251406	6.5618932	0.0000253	15
AMSPIR	80	0.3184713	1.2024	0	1.4560643	5.467233	0.0006037	15
ARSPID	80	0.4562118	1.0465	0	1.25751	16.9842233	0.0000308	20
BKCENT	80	0.3541533	1.4308	0	1.0589558	7.1092233	0.0017712	19
BKELCT	80	0.3493572	1.7238	1	1.1251406	11.6262136	0.0007614	19
BKLSAB	80	0.3265064	1.7004	0	1.1913253	8.4223301	0.0010745	19
BKREGA	80	0.35313	1.46	0	1.0589558	7.8956311	0.0024185	19
BKRIVE	80	0.4404074	1.5111	1	0.9927711	14.1262136	0.000521	19
BKSKYH	80	0.399419	1.17	0	0.9927711	6.3240291	0.0000654	19
BKSKYL	80	0.369155	1.2376	0	1.5884337	6.6601942	0.0021336	19
BW320I	80	0.4389396	1.1392	1	1.6546185	14.3325243	0.0003131	8
BW528I	80	0.5524681	1.292	1	1.1913253	24.4538835	0.000097	8
BW733I	80	0.5071408	1.4058	1	1.0589558	35.1274272	0.0000249	8
CDELDR	80	0.3809774	1.5785	1	0.9265863	19.5885922	0.0006573	19
CDFLTW	80	0.3665689	1.5785	1	0.8604016	18.8883495	0.0015316	19
CDSEVI	80	0.2684735	1.476	1	1.3898795	24.8507282	0.0004214	19
CRCORD	80	0.2752294	1.533	0	1.1251406	8.4684466	0.0005452	16
CRLEBA	80	0.2727273	1.545	0	1.1251406	7.9101942	0.0007954	16
CVCAMA	80	0.3573648	1.485	0	1.3236948	7.0910194	0.0014183	19
CVCHEV	80	0.3417969	1.0292	0	1.7208032	5.7475728	0.0045405	19
CVCITA	80	0.3693065	1.2213	0	1.5884337	6.7378641	0.0045492	19
CVCORV	80	0.5926388	1.2834	1	0.9265863	16.9478155	0.0004432	19
CVMALI	80	0.3832056	1.3896	0	1.3236948	6.8167476	0.0032504	19
CVMNTC	80	0.3704897	1.4472	0	1.25751	7.9174757	0.002011	19
CVMONZ	80	0.3286206	1.188	0	1.4560643	5.3798544	0.001825	19
DGASPE	80	0.2843602	1.4965	0	1.1251406	6.2645631	0.0006689	16
DGCHLN	80	0.3925234	1.2144	0	1.3898795	7.8907767	0.0001532	16
DGCOLT	80	0.3867403	0.9891	0	2.4488353	5.3762136	0.0006046	16
DGDIPL	80	0.2727273	1.5244	0	1.1251406	7.526699	0.0004025	16
DGMIRA	80	0.2743902	1.533	0	1.1251406	8.0643204	0.000335	16
DGOMNI	80	0.3102625	1.089	0	1.522249	6.8944175	0.0007435	16
DGSTRE	80	0.2524544	1.7238	0	1.0589558	8.651699	0.0002056	16
DT310S	80	0.3225806	1.0176	0	2.0517269	6.7220874	0.001168	2
DT510	80	0.3923241	1.071	0	1.9855422	7.6929612	0.000753	2
DTG810	80	0.422684	1.1895	0	1.3898795	10.1686893	0.0001146	2
DTLB21	80	0.2914573	1.0395	0	2.0517269	6.2366505	0.0021892	2
FDFIES	80	0.3881808	0.9176	0	1.7208032	6.1067961	0.0008328	18
FDFRMO	80	0.3385918	1.3916	0	1.522249	6.0813107	0.0034634	18
FDGRNA	80	0.3122988	1.5	0	1.25751	6.8737864	0.0010729	18
FDLTD	80	0.3741007	1.638	0	1.1251406	8.6371359	0.0017705	18
FDMUST	80	0.3593997	1.224	0	1.3898795	6.788835	0.0027352	18
FDPNTP	80	0.3702146	1.197	0	1.5884337	4.9963592	0.0017296	18
FDTHNB	80	0.3688262	1.5075	0	1.1913253	8.2718447	0.0015449	18
FTSTRA	80	0.3209877	1.0465	0	1.6546185	5.9235437	0.0001488	17
FTVRAV	80	0.3238866	1.1245	0	1.4560643	9.2936893	0.00009	17
HDACCO	80	0.303707	1.0496	0	1.6546185	7.9065534	0.0022579	3
HDCIVI	80	0.3193961	0.9324	0	1.8531727	4.6104369	0.0016844	3
HDPREL	80	0.3192488	1.053	0	1.6546185	8.0036408	0.0006152	3
LCMARK	80	0.3234704	1.738	1	1.1251406	20.256068	0.0004294	18
LCVERS	80	0.3605572	1.5075	1	0.9927711	19.0097087	0.0000512	18
MB240D	80	0.2059801	1.3561	0	1.8531727	22.6711165	0.0001178	9
MB280E	80	0.4114114	1.3561	1	1.0589558	31.7876214	0.0000104	9
MB300D	80	0.2319277	1.3561	1	1.8531727	29.776699	0.0001143	9
MB450S	80	0.4718218	1.554	1	1.0589558	46.4660194	0.0000336	9
MCBOBC	80	0.6089965	1.183	0	1.5884337	5.7815534	0.0003256	18
MCCAPR	80	0.5688429	1.26	0	1.3898795	6.8834951	0.0007599	18
MCMARQ	80	0.3727064	1.6536	0	1.1251406	8.7196602	0.0006391	18
MCMONA	80	0.2871729	1.485	0	1.25751	6.9793689	0.000385	18
MCZEPH	80	0.3324518	1.3916	0	1.522249	6.2597087	0.0010566	18
MZ626	80	0.2890173	1.1484	0	1.8531727	7.5788835	0.0006711	4
MZGLC	80	0.3307888	0.9856	0	2.3164659	5.0303398	0.0007599	4
OD98	80	0.3958828	1.4832	1	1.1251406	11.5497573	0.0008919	19
ODCUTL	80	0.3584229	1.44	0	1.0589558	7.4320388	0.0025591	19
ODDELT	80	0.3275759	1.6863	0	1.1913253	8.3798544	0.0017968	19
ODOMEG	80	0.3708282	1.274	0	1.5884337	6.8834951	0.0010594	19
ODSTRF	80	0.3388554	1.188	0	1.5884337	5.7645631	0.0000648	19
ODTORN	80	0.277118	1.4832	1	0.9927711	12.3992718	0.0004498	19
PG505	80	0.3178808	1.2903	0	1.0589558	12.6213592	0.0000115	14
PG505D	80	0.221875	1.2903	0	1.9193574	13.7742718	0.0000412	14
PLARRO	80	0.3657957	1.0752	0	1.9193574	5.5679612	0.000581	16
PLCHAM	80	0.3867403	0.9891	0	2.3164659	5.3762136	0.0000805	16
PLGRNF	80	0.1704545	1.7238	0	1.0589558	8.1808252	0.0001661	16
PLHORI	80	0.3102625	1.089	0	1.522249	6.7063107	0.000957	16
PLSAPO	80	0.3925234	1.2328	0	1.3898795	7.8021845	0.0001214	16
PLVOLA	80	0.2843602	1.4965	0	1.1251406	6.25	0.0008755	16
PS911S	80	0.7429806	1.0985	0	1.0589558	33.6165049	0.000042	12
PS928	80	0.6965649	1.2848	0	0.9927711	46.0315534	0.0000178	12
PTBNNV	80	0.3306498	1.6555	0	1.3236948	8.6978155	0.0009459	19
PTFIRB	80	0.3517895	1.4527	0	1.3236948	7.2184466	0.0009906	19
PTGRNP	80	0.3663587	1.4746	0	1.3236948	8.0351942	0.0014376	19
PTLEMA	80	0.3618421	1.4328	0	1.3898795	6.9878641	0.0009459	19
PTPHOE	80	0.3605769	1.26	0	1.5884337	6.6322816	0.0012013	19
PTSUNB	80	0.330388	1.17	0	1.4560643	5.6104369	0.0016102	19
RNLECA	80	0.2803738	0.858	0	1.9855422	5.5667476	0.0003079	24
SA900G	80	0.3763441	1.2596	0	1.3898795	12.493932	0.0000362	11
SA99GL	80	0.204	1.3148	0	1.3898795	9.7026699	0.0000323	11
SBGL	80	0.7858824	0.9577	0	1.4560643	6.3701456	0.0000323	5
SBSTD	80	0.5445545	0.9577	0	1.6546185	4.8531553	0.0002562	5
TYCLIC	80	0.3629032	1.1136	0	1.522249	7.401699	0.001711	1
TYCLTR	80	0.3208556	0.976	0	2.1840964	5.0946602	0.0012027	1
TYCRLA	80	0.3411215	1.0688	0	1.8531727	6.3203883	0.003124	1
TYCRNA	80	0.3579952	1.155	0	1.522249	7.243932	0.0004333	1
TYCRSS	80	0.3805497	1.2395	1	1.3898795	11.7099515	0.0001412	1
VV244D	80	0.3454292	1.2931	0	2.3164659	9.6723301	0.0004195	6
VV264G	80	0.3509347	1.3124	1	1.8531727	13.8167476	0.0000717	6
VWDASH	80	0.3741007	1.0899	0	1.522249	9.6723301	0.0003758	7
VWRABB	80	0.3360434	0.9984	0	1.786988	7.1480583	0.0001075	7
VWSCRC	80	0.3760593	0.9984	0	1.5884337	9.8665049	0.0002726	7
AD4000	81	0.3485634	1.1859	0	1.7150943	10.379538	0.0002232	7
AD5000	81	0.4954268	1.33	0	1.2533382	13.1408141	0.0002108	7
AD5000	81	0.2902464	1.33	0	1.7810595	19.7469747	0.0000735	7
ADCOUP	81	0.4035513	1.1859	0	1.3852685	13.0858086	0.0000306	7
AMCONC	81	0.3287071	1.3135	0	1.5171988	6.660066	0.0007164	15
AMEGL-	81	0.3370408	1.2191	0	1.2533382	7.6633663	0.0005174	15
AMSPIR	81	0.3092385	1.2024	0	1.5171988	5.8415842	0.0004011	15
ARGTV6	81	0.545519	1.1088	0	1.1214078	18.6831683	0.0000073	20
ARSPID	81	0.5062794	1.0985	0	1.3193033	16.3861386	0.0000202	20
BKCENT	81	0.3460208	1.4112	0	1.1214078	8.7172717	0.0015129	19
BKELCT	81	0.3358409	1.6872	1	1.187373	12.2134213	0.0006852	19
BKLSAB	81	0.3149155	1.6644	0	1.2533382	9.110011	0.0009849	19
BKREGA	81	0.3450439	1.4472	0	1.1214078	8.909791	0.0024942	19
BKRIVE	81	0.350828	1.4904	1	1.1214078	14.3311331	0.0005742	19
BKSKYL	81	0.3668977	1.2376	0	1.4512337	7.6974697	0.0023999	19
BW320i	81	0.4420131	1.1392	1	1.6491292	14.1859186	0.0003819	8
BW528i	81	0.5592323	1.292	1	1.187373	24.1969197	0.000075	8
BW633c	81	0.5617629	1.3192	1	1.0554427	39.5049505	0.0000136	8
BW733i	81	0.5438702	1.4058	1	1.0554427	35.1815182	0.0000294	8
CDDEVI	81	0.3442341	1.6796	1	0.9894775	16.2475248	0.0016635	19
CDELDR	81	0.3663004	1.4555	1	0.9894775	19.3069307	0.0006512	19
CDSEVI	81	0.3591585	1.4555	1	0.9894775	25.3025303	0.0002721	19
CRCORD	81	0.2575758	1.5403	0	1.187373	8.5423542	0.0002862	16
CRIMPE	81	0.3617571	1.5622	1	0.9894775	21.4422442	0.0000557	16
CRLEBA	81	0.259542	1.545	0	1.187373	7.6017602	0.0005626	16
CVCAMA	81	0.3414029	1.485	0	1.3193033	7.4587459	0.0011326	19
CVCHEV	81	0.3393117	1.0044	0	1.978955	5.9394939	0.004146	19
CVCITA	81	0.3700658	1.2213	0	1.4512337	7.1760176	0.0035939	19
CVCORV	81	0.5976722	1.2834	1	0.9235123	17.8866887	0.0003477	19
CVIMPA	81	0.3279666	1.5762	0	1.2533382	8.3058306	0.0005626	19
CVIMPA	81	0.329891	1.5762	0	1.187373	8.2750275	0.0002862	19
CVMALI	81	0.3632761	1.4089	0	1.3193033	7.4961496	0.0025277	19
CVMNTC	81	0.3546099	1.4472	0	1.2533382	8.2563256	0.0019294	19
DGARIE	81	0.3652174	1.2144	0	1.6491292	6.7447745	0.0017194	16
DGCHLN	81	0.3339383	1.188	0	1.3193033	8.440044	0.0001519	16
DGCOLT	81	0.3867403	0.9891	0	2.4407112	5.789879	0.0005124	16
DGDIPL	81	0.259542	1.5038	0	1.187373	7.6017602	0.0003064	16
DGMIRA	81	0.2583587	1.533	0	1.187373	8.8921892	0.000167	16
DGOMNI	81	0.3058252	1.0758	0	1.8470247	6.049505	0.0006711	16
DGSTRE	81	0.2404526	1.7238	0	1.1214078	8.5335534	0.0000674	16
DT200S	81	0.4214559	1.1859	0	1.8470247	8.1287129	0.0009102	2
DT210	81	0.3341902	1.0395	0	2.1108853	5.0594059	0.0019165	2
DT280Z	81	0.6126617	1.1658	0	1.3852685	18.7007701	0.0007637	2
DT310	81	0.3274559	1.0304	0	2.1108853	6.0385039	0.0009333	2
DT510	81	0.4366812	1.0899	0	1.9129898	7.7986799	0.0005559	2
DT810	81	0.4379562	1.2144	0	1.5171988	8.7777778	0.000425	2
FDESCO	81	0.3312946	1.0824	0	1.978955	5.6743674	0.003411	18
FDFRMO	81	0.3366488	1.3916	0	1.5171988	6.8316832	0.0021898	18
FDGRNA	81	0.32	1.3987	0	1.5171988	7.4092409	0.001281	18
FDLTD	81	0.3438395	1.638	0	1.187373	8.5676568	0.0013542	18
FDMUST	81	0.3486529	1.224	0	1.5171988	7	0.0018555	18
FDTHNB	81	0.2929427	1.5075	0	1.187373	8.7084708	0.0008354	18
FTBRAV	81	0.4129555	1.1245	1	1.583164	9.229923	0.0000884	17
FTSTRA	81	0.3640777	1.0465	0	1.8470247	6.9933993	0.0000825	17
FTX119	81	0.3640777	0.9734	0	1.7150943	9.8976898	0.0000759	17
HDACCO	81	0.3334815	1.1008	0	1.7810595	8.410341	0.0020659	3
HDCIVI	81	0.3542857	0.9387	0	2.1108853	5.0594059	0.0018521	3
HDPREL	81	0.349162	1.053	0	1.7810595	8.4653465	0.0005202	3
LCMARK	81	0.3296146	1.7064	1	1.0554427	20.2255226	0.000356	18
LCTWNC	81	0.3284487	1.7301	1	1.0554427	16.4851485	0.0003493	18
MB240D	81	0.2218543	1.3561	1	1.9129898	22.6160616	0.0001679	9
MB280C	81	0.4254658	1.3348	1	1.0554427	33.3487349	0.0000071	9
MB280E	81	0.4114114	1.3561	1	1.0554427	29.5357536	0.0000139	9
MB300C	81	0.2343988	1.3348	1	1.583164	32.1573157	0.0000156	9
MB300D	81	0.2336874	1.3561	1	1.583164	28.2068207	0.000156	9
MB300S	81	0.3310345	1.4616	1	1.7150943	37.6072607	0.0001671	9
MB300T	81	0.3319502	1.3561	1	1.7150943	34.5137514	0.0000364	9
MB380S	81	0.4341737	1.5048	1	1.1214078	48.7326733	0.0000244	9
MB380S	81	0.4479769	1.2993	1	1.1214078	42.8965897	0.0000905	9
MB380S	81	0.4505814	1.3987	1	1.1214078	51.3069307	0.0000138	9
MCCAPR	81	0.3416149	1.26	0	1.5171988	7.5566557	0.0005645	18
MCCGRX	81	0.2933333	1.5075	0	1.187373	9	0.0003437	18
MCCOUG	81	0.3228173	1.3987	0	1.5171988	7.4763476	0.0005597	18
MCLYNX	81	0.3312946	1.089	0	1.978955	5.7194719	0.0011111	18
MCMARQ	81	0.3435442	1.6614	0	1.187373	8.9218922	0.0006361	18
MCZEPH	81	0.3388525	1.3916	0	1.5171988	6.9108911	0.0006058	18
MZ626	81	0.3162055	1.1658	0	1.8470247	7.6952695	0.000724	4
MZGLC	81	0.3289817	1.024	0	2.3087808	6.3751375	0.0007446	4
OD98	81	0.3414368	1.7094	1	1.187373	11.7755776	0.0010126	19
ODCUTL	81	0.3517749	1.4472	0	1.1214078	8.6171617	0.0022477	19
ODDELT	81	0.3209804	1.6863	0	1.2533382	8.8712871	0.0018995	19
ODOMEG	81	0.3682488	1.274	0	1.4512337	7.4532453	0.0013167	19
ODTORN	81	0.3504345	1.4832	1	1.1214078	14.3344334	0.0004622	19
PG504D	81	0.2151515	1.3065	0	1.8470247	12.8272827	0.0000293	14
PG505	81	0.3233333	1.2903	0	1.187373	12.090209	0.0000268	14
PG505D	81	0.25	1.2903	0	1.8470247	13.190319	0.0000259	14
PLCHAM	81	0.3867403	0.9891	0	2.4407112	5.789879	0.0005044	16
PLGRNF	81	0.2439024	1.7238	0	1.1214078	8.2167217	0.0001115	16
PLHORI	81	0.2948058	1.1658	0	1.6491292	6.049505	0.0009024	16
PLRELI	81	0.3652174	1.2144	0	1.6491292	6.7447745	0.0022766	16
PLSAPO	81	0.3669725	1.2342	0	1.3193033	8.3476348	0.0001595	16
PS911S	81	0.6577438	1.0985	0	1.1214078	31.2046205	0.0000481	12
PS924	81	0.3786369	1.139	0	1.3193033	18.4488449	0.0000389	12
PS928	81	0.6853583	1.3286	0	1.0554427	42.7392739	0.0000242	12
PTBNNV	81	0.3178272	1.6478	0	1.2533382	8.9933993	0.0008866	19
PTFIRB	81	0.3358779	1.4527	0	1.2533382	7.8712871	0.0006248	19
PTGRNP	81	0.3474416	1.4746	0	1.3852685	8.6490649	0.0015353	19
PTLEMA	81	0.3604194	1.4328	0	1.1214078	7.8624862	0.0008866	19
PTPHOE	81	0.3673469	1.26	0	1.4512337	7.190319	0.0009851	19
PTT100	81	0.3063148	1.023	0	1.978955	6.0550055	0.0006688	19
RN18i	81	0.3626714	1.1993	0	1.7150943	8.1386139	0.0001284	24
RNLECA	81	0.2802198	0.858	0	1.9129898	5.7205721	0.0002412	24
SA900	81	0.4378981	1.2596	0	1.3852685	11.4411441	0.0000267	11
SBSTD	81	0.345	1.105	0	2.1108853	5.1364136	0.0003395	5
TYCELI	81	0.3696573	1.1682	0	1.6491292	7.369637	0.0012437	1
TYCORO	81	0.3818616	1.1682	0	1.6491292	7.3916392	0.0002674	1
TYCRLA	81	0.3504673	1.0816	0	1.978955	5.6963696	0.0028929	1
TYCRSS	81	0.4068748	1.2395	1	1.4512337	12.760176	0.0003542	1
TYSTRL	81	0.3364269	0.918	0	2.5726415	5.6633663	0.000393	1
TYTERC	81	0.3263158	1.0044	0	2.374746	5.2233223	0.0014526	1
